State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Uttar Pradesh,SANT KABEER NAGAR,2010,Summer     ,maize,45,66
Uttar Pradesh,SANT KABEER NAGAR,2011,Kharif     ,maize,1553,2733
Uttar Pradesh,SANT KABEER NAGAR,2011,Kharif     ,rice,90665,190578
Uttar Pradesh,SANT KABEER NAGAR,2011,Rabi       ,maize,6,14
Uttar Pradesh,SANT KABEER NAGAR,2011,Rabi       ,chickpea,3931,5629
Uttar Pradesh,SANT KABEER NAGAR,2011,Summer     ,banana,42,1835
Uttar Pradesh,SANT KABEER NAGAR,2011,Summer     ,maize,34,56
Uttar Pradesh,SANT KABEER NAGAR,2011,Summer     ,rice,65,137
Uttar Pradesh,SANT KABEER NAGAR,2012,Kharif     ,maize,1586,2929
Uttar Pradesh,SANT KABEER NAGAR,2012,Kharif     ,rice,87731,200202
Uttar Pradesh,SANT KABEER NAGAR,2012,Rabi       ,chickpea,3535,5281
Uttar Pradesh,SANT KABEER NAGAR,2012,Summer     ,banana,29,1295
Uttar Pradesh,SANT KABEER NAGAR,2012,Summer     ,maize,19,35
Uttar Pradesh,SANT KABEER NAGAR,2012,Summer     ,rice,65,148
Uttar Pradesh,SANT KABEER NAGAR,2013,Kharif     ,maize,1773,3257
Uttar Pradesh,SANT KABEER NAGAR,2013,Kharif     ,rice,89987,208230
Uttar Pradesh,SANT KABEER NAGAR,2013,Rabi       ,maize,151,536
Uttar Pradesh,SANT KABEER NAGAR,2013,Rabi       ,chickpea,3905,3874
Uttar Pradesh,SANT KABEER NAGAR,2013,Summer     ,banana,31,1350
Uttar Pradesh,SANT KABEER NAGAR,2013,Summer     ,maize,34,63
Uttar Pradesh,SANT KABEER NAGAR,2013,Summer     ,rice,67,155
Uttar Pradesh,SANT KABEER NAGAR,2014,Kharif     ,maize,1425,2534
Uttar Pradesh,SANT KABEER NAGAR,2014,Kharif     ,rice,90918,162561
Uttar Pradesh,SANT KABEER NAGAR,2014,Rabi       ,chickpea,3386,2556
Uttar Pradesh,SANT KABEER NAGAR,2014,Summer     ,banana,58,2616
Uttar Pradesh,SANT KABEER NAGAR,2014,Summer     ,maize,22,39
Uttar Pradesh,SANT KABEER NAGAR,2014,Summer     ,rice,60,107
Uttar Pradesh,SANT RAVIDAS NAGAR,1997,Kharif     ,maize,1085,1246
Uttar Pradesh,SANT RAVIDAS NAGAR,1997,Kharif     ,rice,25492,58265
Uttar Pradesh,SANT RAVIDAS NAGAR,1997,Rabi       ,chickpea,1429,1856
Uttar Pradesh,SANT RAVIDAS NAGAR,1998,Kharif     ,maize,1094,1273
Uttar Pradesh,SANT RAVIDAS NAGAR,1998,Kharif     ,rice,25915,54970
Uttar Pradesh,SANT RAVIDAS NAGAR,1998,Rabi       ,chickpea,1510,1594
Uttar Pradesh,SANT RAVIDAS NAGAR,1999,Kharif     ,maize,959,1604
Uttar Pradesh,SANT RAVIDAS NAGAR,1999,Kharif     ,rice,28176,71301
Uttar Pradesh,SANT RAVIDAS NAGAR,1999,Whole Year ,chickpea,1427,1480
Uttar Pradesh,SANT RAVIDAS NAGAR,2000,Kharif     ,maize,969,926
Uttar Pradesh,SANT RAVIDAS NAGAR,2000,Kharif     ,rice,27806,56897
Uttar Pradesh,SANT RAVIDAS NAGAR,2000,Rabi       ,chickpea,1430,1700
Uttar Pradesh,SANT RAVIDAS NAGAR,2001,Kharif     ,maize,929,484
Uttar Pradesh,SANT RAVIDAS NAGAR,2001,Kharif     ,rice,28129,58604
Uttar Pradesh,SANT RAVIDAS NAGAR,2001,Rabi       ,chickpea,1090,1188
Uttar Pradesh,SANT RAVIDAS NAGAR,2002,Kharif     ,maize,699,520
Uttar Pradesh,SANT RAVIDAS NAGAR,2002,Kharif     ,rice,28652,65832
Uttar Pradesh,SANT RAVIDAS NAGAR,2002,Rabi       ,chickpea,1140,1057
Uttar Pradesh,SANT RAVIDAS NAGAR,2003,Kharif     ,maize,658,751
Uttar Pradesh,SANT RAVIDAS NAGAR,2003,Kharif     ,rice,29014,78633
Uttar Pradesh,SANT RAVIDAS NAGAR,2003,Rabi       ,chickpea,1029,1225
Uttar Pradesh,SANT RAVIDAS NAGAR,2004,Kharif     ,maize,622,364
Uttar Pradesh,SANT RAVIDAS NAGAR,2004,Kharif     ,rice,26519,16851
Uttar Pradesh,SANT RAVIDAS NAGAR,2005,Kharif     ,maize,630,495
Uttar Pradesh,SANT RAVIDAS NAGAR,2005,Kharif     ,rice,30057,49895
Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Kharif     ,maize,135,88
Uttar Pradesh,SANT RAVIDAS NAGAR,2006,Kharif     ,rice,33388,52553
Uttar Pradesh,SANT RAVIDAS NAGAR,2007,Kharif     ,maize,649,513
Uttar Pradesh,SANT RAVIDAS NAGAR,2007,Kharif     ,rice,25758,43016
Uttar Pradesh,SANT RAVIDAS NAGAR,2008,Kharif     ,maize,514,298
Uttar Pradesh,SANT RAVIDAS NAGAR,2008,Kharif     ,rice,27762,55274
Uttar Pradesh,SANT RAVIDAS NAGAR,2008,Rabi       ,chickpea,1031,1113
Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Kharif     ,maize,524,358
Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Kharif     ,rice,22857,44320
Uttar Pradesh,SANT RAVIDAS NAGAR,2009,Rabi       ,chickpea,1083,1300
Uttar Pradesh,SANT RAVIDAS NAGAR,2010,Kharif     ,maize,571,505
Uttar Pradesh,SANT RAVIDAS NAGAR,2010,Kharif     ,rice,22116,44918
Uttar Pradesh,SANT RAVIDAS NAGAR,2010,Rabi       ,chickpea,1127,1375
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Kharif     ,maize,624,523
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Kharif     ,rice,27635,67098
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Rabi       ,maize,30,72
Uttar Pradesh,SANT RAVIDAS NAGAR,2011,Rabi       ,chickpea,924,935
Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Kharif     ,maize,746,716
Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Kharif     ,rice,23422,59750
Uttar Pradesh,SANT RAVIDAS NAGAR,2012,Rabi       ,chickpea,1132,1322
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,maize,651,739
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Kharif     ,rice,27721,70938
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,maize,4,14
Uttar Pradesh,SANT RAVIDAS NAGAR,2013,Rabi       ,chickpea,1076,1050
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,maize,501,530
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Kharif     ,rice,27981,61950
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,maize,6,15
Uttar Pradesh,SANT RAVIDAS NAGAR,2014,Rabi       ,chickpea,1131,1146
Uttar Pradesh,SHAHJAHANPUR,1997,Kharif     ,maize,1678,2196
Uttar Pradesh,SHAHJAHANPUR,1997,Kharif     ,rice,161820,424904
Uttar Pradesh,SHAHJAHANPUR,1997,Rabi       ,chickpea,712,925
Uttar Pradesh,SHAHJAHANPUR,1997,Summer     ,maize,96,152
Uttar Pradesh,SHAHJAHANPUR,1997,Summer     ,rice,1013,2660
Uttar Pradesh,SHAHJAHANPUR,1998,Kharif     ,maize,5097,1068
Uttar Pradesh,SHAHJAHANPUR,1998,Kharif     ,mothbeans,2,1
Uttar Pradesh,SHAHJAHANPUR,1998,Kharif     ,rice,171346,379215
Uttar Pradesh,SHAHJAHANPUR,1998,Rabi       ,chickpea,946,999
Uttar Pradesh,SHAHJAHANPUR,1998,Summer     ,maize,108,109
Uttar Pradesh,SHAHJAHANPUR,1998,Summer     ,rice,1028,2275
Uttar Pradesh,SHAHJAHANPUR,1999,Kharif     ,cotton,8,6
Uttar Pradesh,SHAHJAHANPUR,1999,Kharif     ,maize,3836,5695
Uttar Pradesh,SHAHJAHANPUR,1999,Kharif     ,rice,190128,467747
Uttar Pradesh,SHAHJAHANPUR,1999,Rabi       ,maize,107,155
Uttar Pradesh,SHAHJAHANPUR,1999,Summer     ,rice,1143,2812
Uttar Pradesh,SHAHJAHANPUR,1999,Whole Year ,chickpea,1213,2193
Uttar Pradesh,SHAHJAHANPUR,2000,Kharif     ,maize,3358,6196
Uttar Pradesh,SHAHJAHANPUR,2000,Kharif     ,mothbeans,2,1
Uttar Pradesh,SHAHJAHANPUR,2000,Kharif     ,rice,195853,443656
Uttar Pradesh,SHAHJAHANPUR,2000,Rabi       ,maize,125,203
Uttar Pradesh,SHAHJAHANPUR,2000,Rabi       ,chickpea,1212,2240
Uttar Pradesh,SHAHJAHANPUR,2001,Kharif     ,cotton,2,1
Uttar Pradesh,SHAHJAHANPUR,2001,Kharif     ,maize,3496,4454
Uttar Pradesh,SHAHJAHANPUR,2001,Kharif     ,rice,213911,509203
Uttar Pradesh,SHAHJAHANPUR,2001,Rabi       ,maize,126,205
Uttar Pradesh,SHAHJAHANPUR,2001,Rabi       ,chickpea,1151,1848
Uttar Pradesh,SHAHJAHANPUR,2001,Summer     ,rice,1258,2994
Uttar Pradesh,SHAHJAHANPUR,2002,Kharif     ,maize,1713,2278
Uttar Pradesh,SHAHJAHANPUR,2002,Kharif     ,rice,141350,293162
Uttar Pradesh,SHAHJAHANPUR,2002,Rabi       ,maize,84,93
Uttar Pradesh,SHAHJAHANPUR,2002,Rabi       ,chickpea,664,816
Uttar Pradesh,SHAHJAHANPUR,2002,Summer     ,rice,1839,3814
Uttar Pradesh,SHAHJAHANPUR,2003,Kharif     ,maize,3326,4740
Uttar Pradesh,SHAHJAHANPUR,2003,Kharif     ,rice,186774,421045
Uttar Pradesh,SHAHJAHANPUR,2003,Rabi       ,chickpea,948,1301
Uttar Pradesh,SHAHJAHANPUR,2003,Summer     ,maize,84,115
Uttar Pradesh,SHAHJAHANPUR,2003,Summer     ,rice,4167,9392
Uttar Pradesh,SHAHJAHANPUR,2004,Kharif     ,maize,3134,5093
Uttar Pradesh,SHAHJAHANPUR,2004,Kharif     ,rice,204915,483179
Uttar Pradesh,SHAHJAHANPUR,2004,Whole Year ,banana,2,73
Uttar Pradesh,SHAHJAHANPUR,2005,Kharif     ,maize,3657,5511
Uttar Pradesh,SHAHJAHANPUR,2005,Kharif     ,rice,191956,408482
Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,maize,2973,5610
Uttar Pradesh,SHAHJAHANPUR,2006,Kharif     ,rice,204915,459829
Uttar Pradesh,SHAHJAHANPUR,2006,Summer     ,maize,55,73
Uttar Pradesh,SHAHJAHANPUR,2006,Summer     ,rice,6258,14043
Uttar Pradesh,SHAHJAHANPUR,2006,Whole Year ,banana,2,78
Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,maize,2636,4368
Uttar Pradesh,SHAHJAHANPUR,2007,Kharif     ,rice,183655,442792
Uttar Pradesh,SHAHJAHANPUR,2007,Rabi       ,maize,4,11
Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,maize,128,184
Uttar Pradesh,SHAHJAHANPUR,2007,Summer     ,rice,6077,14652
Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,maize,1633,3163
Uttar Pradesh,SHAHJAHANPUR,2008,Kharif     ,rice,217806,490281
Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,maize,2,5
Uttar Pradesh,SHAHJAHANPUR,2008,Rabi       ,chickpea,925,1116
Uttar Pradesh,SHAHJAHANPUR,2008,Summer     ,maize,126,189
Uttar Pradesh,SHAHJAHANPUR,2008,Summer     ,rice,5295,11919
Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,maize,1507,2863
Uttar Pradesh,SHAHJAHANPUR,2009,Kharif     ,rice,162992,425246
Uttar Pradesh,SHAHJAHANPUR,2009,Rabi       ,chickpea,895,1148
Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,banana,9,370
Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,maize,207,301
Uttar Pradesh,SHAHJAHANPUR,2009,Summer     ,rice,6535,19010
Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,maize,2156,
Uttar Pradesh,SHAHJAHANPUR,2010,Kharif     ,rice,211075,430171
Uttar Pradesh,SHAHJAHANPUR,2010,Rabi       ,chickpea,617,1336
Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,maize,15,22
Uttar Pradesh,SHAHJAHANPUR,2010,Summer     ,rice,5949,12124
Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,maize,1784,2460
Uttar Pradesh,SHAHJAHANPUR,2011,Kharif     ,rice,191093,500281
Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,maize,26,62
Uttar Pradesh,SHAHJAHANPUR,2011,Rabi       ,chickpea,553,961
Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,maize,88,146
Uttar Pradesh,SHAHJAHANPUR,2011,Summer     ,rice,5679,14868
Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,maize,1695,3212
Uttar Pradesh,SHAHJAHANPUR,2012,Kharif     ,rice,215646,579441
Uttar Pradesh,SHAHJAHANPUR,2012,Rabi       ,chickpea,516,1095
Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,banana,3,134
Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,maize,83,153
Uttar Pradesh,SHAHJAHANPUR,2012,Summer     ,rice,5581,14996
Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,maize,1587,1763
Uttar Pradesh,SHAHJAHANPUR,2013,Kharif     ,rice,198105,531714
Uttar Pradesh,SHAHJAHANPUR,2013,Rabi       ,chickpea,803,1733
Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,maize,272,500
Uttar Pradesh,SHAHJAHANPUR,2013,Summer     ,rice,5320,14279
Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,maize,1807,1928
Uttar Pradesh,SHAHJAHANPUR,2014,Kharif     ,rice,203946,572069
Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,maize,10,24
Uttar Pradesh,SHAHJAHANPUR,2014,Rabi       ,chickpea,505,495
Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,banana,4,180
Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,maize,165,293
Uttar Pradesh,SHAHJAHANPUR,2014,Summer     ,rice,5379,15088
Uttar Pradesh,SHAMLI,2012,Kharif     ,cotton,34,8
Uttar Pradesh,SHAMLI,2012,Kharif     ,maize,38,50
Uttar Pradesh,SHAMLI,2012,Kharif     ,rice,20766,53639
Uttar Pradesh,SHAMLI,2012,Rabi       ,chickpea,15,22
Uttar Pradesh,SHAMLI,2012,Summer     ,maize,33,61
Uttar Pradesh,SHAMLI,2012,Summer     ,rice,25,65
Uttar Pradesh,SHAMLI,2013,Kharif     ,cotton,9,2
Uttar Pradesh,SHAMLI,2013,Kharif     ,maize,79,94
Uttar Pradesh,SHAMLI,2013,Kharif     ,rice,19778,52234
Uttar Pradesh,SHAMLI,2013,Rabi       ,chickpea,12,12
Uttar Pradesh,SHAMLI,2013,Summer     ,rice,78,206
Uttar Pradesh,SHAMLI,2014,Kharif     ,maize,67,95
Uttar Pradesh,SHAMLI,2014,Kharif     ,rice,22666,59952
Uttar Pradesh,SHAMLI,2014,Rabi       ,chickpea,7,5
Uttar Pradesh,SHAMLI,2014,Summer     ,rice,257,680
Uttar Pradesh,SHRAVASTI,1997,Kharif     ,maize,37001,24643
Uttar Pradesh,SHRAVASTI,1997,Kharif     ,rice,69338,102960
Uttar Pradesh,SHRAVASTI,1997,Rabi       ,chickpea,335,435
Uttar Pradesh,SHRAVASTI,1997,Summer     ,maize,72,114
Uttar Pradesh,SHRAVASTI,1998,Kharif     ,jute,42,32
Uttar Pradesh,SHRAVASTI,1998,Kharif     ,maize,41297,17386
Uttar Pradesh,SHRAVASTI,1998,Kharif     ,rice,70718,115290
Uttar Pradesh,SHRAVASTI,1998,Rabi       ,chickpea,335,354
Uttar Pradesh,SHRAVASTI,1998,Summer     ,maize,68,69
Uttar Pradesh,SHRAVASTI,1999,Kharif     ,jute,30,23
Uttar Pradesh,SHRAVASTI,1999,Kharif     ,maize,42540,36457
Uttar Pradesh,SHRAVASTI,1999,Kharif     ,rice,73377,124666
Uttar Pradesh,SHRAVASTI,1999,Rabi       ,maize,88,128
Uttar Pradesh,SHRAVASTI,1999,Whole Year ,chickpea,331,315
Uttar Pradesh,SHRAVASTI,2000,Kharif     ,jute,16,13
Uttar Pradesh,SHRAVASTI,2000,Kharif     ,maize,41351,33784
Uttar Pradesh,SHRAVASTI,2000,Kharif     ,rice,77496,138415
Uttar Pradesh,SHRAVASTI,2000,Rabi       ,maize,87,141
Uttar Pradesh,SHRAVASTI,2000,Rabi       ,chickpea,302,298
Uttar Pradesh,SHRAVASTI,2001,Kharif     ,maize,25448,24277
Uttar Pradesh,SHRAVASTI,2001,Kharif     ,mothbeans,11,4
Uttar Pradesh,SHRAVASTI,2001,Kharif     ,rice,73835,142250
Uttar Pradesh,SHRAVASTI,2001,Rabi       ,maize,107,174
Uttar Pradesh,SHRAVASTI,2001,Rabi       ,chickpea,199,213
Uttar Pradesh,SHRAVASTI,2002,Kharif     ,maize,25905,21708
Uttar Pradesh,SHRAVASTI,2002,Kharif     ,rice,68489,62505
Uttar Pradesh,SHRAVASTI,2002,Rabi       ,maize,501,555
Uttar Pradesh,SHRAVASTI,2002,Rabi       ,chickpea,126,93
Uttar Pradesh,SHRAVASTI,2003,Kharif     ,maize,27211,26204
Uttar Pradesh,SHRAVASTI,2003,Kharif     ,rice,66303,125715
Uttar Pradesh,SHRAVASTI,2003,Rabi       ,chickpea,114,156
Uttar Pradesh,SHRAVASTI,2003,Summer     ,maize,284,388
Uttar Pradesh,SHRAVASTI,2004,Kharif     ,maize,24529,22248
Uttar Pradesh,SHRAVASTI,2004,Kharif     ,rice,69819,112400
Uttar Pradesh,SHRAVASTI,2004,Rabi       ,maize,7,32
Uttar Pradesh,SHRAVASTI,2004,Whole Year ,banana,6,218
Uttar Pradesh,SHRAVASTI,2005,Kharif     ,maize,24476,19287
Uttar Pradesh,SHRAVASTI,2005,Kharif     ,rice,72030,129294
Uttar Pradesh,SHRAVASTI,2005,Whole Year ,banana,4,153
Uttar Pradesh,SHRAVASTI,2006,Kharif     ,maize,23789,16248
Uttar Pradesh,SHRAVASTI,2006,Kharif     ,rice,66170,95152
Uttar Pradesh,SHRAVASTI,2006,Summer     ,maize,521,691
Uttar Pradesh,SHRAVASTI,2006,Whole Year ,banana,10,388
Uttar Pradesh,SHRAVASTI,2007,Kharif     ,maize,22774,16329
Uttar Pradesh,SHRAVASTI,2007,Kharif     ,rice,69358,129561
Uttar Pradesh,SHRAVASTI,2007,Summer     ,maize,521,749
Uttar Pradesh,SHRAVASTI,2008,Kharif     ,maize,14273,10291
Uttar Pradesh,SHRAVASTI,2008,Kharif     ,rice,71092,162801
Uttar Pradesh,SHRAVASTI,2008,Rabi       ,chickpea,216,261
Uttar Pradesh,SHRAVASTI,2008,Summer     ,banana,4,153
Uttar Pradesh,SHRAVASTI,2008,Summer     ,maize,248,371
Uttar Pradesh,SHRAVASTI,2008,Summer     ,rice,12,27
Uttar Pradesh,SHRAVASTI,2009,Kharif     ,maize,10041,6768
Uttar Pradesh,SHRAVASTI,2009,Kharif     ,rice,68558,147125
Uttar Pradesh,SHRAVASTI,2009,Rabi       ,chickpea,258,331
Uttar Pradesh,SHRAVASTI,2009,Summer     ,banana,8,329
Uttar Pradesh,SHRAVASTI,2009,Summer     ,maize,85,124
Uttar Pradesh,SHRAVASTI,2010,Kharif     ,maize,16140,11863
Uttar Pradesh,SHRAVASTI,2010,Kharif     ,rice,71137,135658
Uttar Pradesh,SHRAVASTI,2010,Rabi       ,chickpea,145,169
Uttar Pradesh,SHRAVASTI,2010,Summer     ,maize,107,157
Uttar Pradesh,SHRAVASTI,2011,Kharif     ,maize,15802,11235
Uttar Pradesh,SHRAVASTI,2011,Kharif     ,rice,74974,139452
Uttar Pradesh,SHRAVASTI,2011,Rabi       ,maize,109,243
Uttar Pradesh,SHRAVASTI,2011,Rabi       ,chickpea,738,1057
Uttar Pradesh,SHRAVASTI,2011,Summer     ,banana,10,437
Uttar Pradesh,SHRAVASTI,2011,Summer     ,maize,124,205
Uttar Pradesh,SHRAVASTI,2012,Kharif     ,maize,14629,11147
Uttar Pradesh,SHRAVASTI,2012,Kharif     ,rice,73500,163832
Uttar Pradesh,SHRAVASTI,2012,Rabi       ,maize,8,25
Uttar Pradesh,SHRAVASTI,2012,Rabi       ,chickpea,271,405
Uttar Pradesh,SHRAVASTI,2012,Summer     ,maize,95,175
Uttar Pradesh,SHRAVASTI,2013,Kharif     ,maize,19101,15930
Uttar Pradesh,SHRAVASTI,2013,Kharif     ,rice,75337,155119
Uttar Pradesh,SHRAVASTI,2013,Rabi       ,maize,16,57
Uttar Pradesh,SHRAVASTI,2013,Rabi       ,chickpea,666,660
Uttar Pradesh,SHRAVASTI,2013,Summer     ,banana,8,348
Uttar Pradesh,SHRAVASTI,2013,Summer     ,maize,164,301
Uttar Pradesh,SHRAVASTI,2014,Kharif     ,maize,10870,8381
Uttar Pradesh,SHRAVASTI,2014,Kharif     ,rice,79949,173889
Uttar Pradesh,SHRAVASTI,2014,Rabi       ,maize,2,5
Uttar Pradesh,SHRAVASTI,2014,Rabi       ,chickpea,592,447
Uttar Pradesh,SHRAVASTI,2014,Summer     ,banana,7,316
Uttar Pradesh,SHRAVASTI,2014,Summer     ,maize,119,212
Uttar Pradesh,SIDDHARTH NAGAR,1997,Kharif     ,maize,1581,2019
Uttar Pradesh,SIDDHARTH NAGAR,1997,Kharif     ,rice,180716,325255
Uttar Pradesh,SIDDHARTH NAGAR,1997,Rabi       ,chickpea,5483,7290
Uttar Pradesh,SIDDHARTH NAGAR,1997,Summer     ,maize,23,36
Uttar Pradesh,SIDDHARTH NAGAR,1997,Summer     ,rice,64,115
Uttar Pradesh,SIDDHARTH NAGAR,1998,Kharif     ,maize,1245,541
Uttar Pradesh,SIDDHARTH NAGAR,1998,Kharif     ,rice,149112,156394
Uttar Pradesh,SIDDHARTH NAGAR,1998,Rabi       ,chickpea,5566,5583
Uttar Pradesh,SIDDHARTH NAGAR,1998,Summer     ,maize,20,20
Uttar Pradesh,SIDDHARTH NAGAR,1998,Summer     ,rice,48,50
Uttar Pradesh,SIDDHARTH NAGAR,1999,Kharif     ,maize,1529,2158
Uttar Pradesh,SIDDHARTH NAGAR,1999,Kharif     ,rice,165261,339177
Uttar Pradesh,SIDDHARTH NAGAR,1999,Rabi       ,maize,25,36
Uttar Pradesh,SIDDHARTH NAGAR,1999,Summer     ,rice,53,109
Uttar Pradesh,SIDDHARTH NAGAR,1999,Whole Year ,chickpea,5808,8300
Uttar Pradesh,SIDDHARTH NAGAR,2000,Kharif     ,maize,1270,574
Uttar Pradesh,SIDDHARTH NAGAR,2000,Kharif     ,rice,165059,273971
Uttar Pradesh,SIDDHARTH NAGAR,2000,Rabi       ,maize,20,32
Uttar Pradesh,SIDDHARTH NAGAR,2000,Rabi       ,chickpea,5643,6325
Uttar Pradesh,SIDDHARTH NAGAR,2000,Summer     ,rice,48,80
Uttar Pradesh,SIDDHARTH NAGAR,2001,Kharif     ,maize,946,682
Uttar Pradesh,SIDDHARTH NAGAR,2001,Kharif     ,rice,152097,280586
Uttar Pradesh,SIDDHARTH NAGAR,2001,Rabi       ,maize,50,81
Uttar Pradesh,SIDDHARTH NAGAR,2001,Rabi       ,chickpea,6200,7893
Uttar Pradesh,SIDDHARTH NAGAR,2001,Summer     ,rice,20,37
Uttar Pradesh,SIDDHARTH NAGAR,2002,Kharif     ,maize,1556,1352
Uttar Pradesh,SIDDHARTH NAGAR,2002,Kharif     ,rice,169559,137859
Uttar Pradesh,SIDDHARTH NAGAR,2002,Rabi       ,maize,87,96
Uttar Pradesh,SIDDHARTH NAGAR,2002,Rabi       ,chickpea,4465,3456
Uttar Pradesh,SIDDHARTH NAGAR,2003,Kharif     ,maize,1078,1291
Uttar Pradesh,SIDDHARTH NAGAR,2003,Kharif     ,rice,173147,362578
Uttar Pradesh,SIDDHARTH NAGAR,2003,Rabi       ,chickpea,3432,2715
Uttar Pradesh,SIDDHARTH NAGAR,2003,Summer     ,maize,123,168
Uttar Pradesh,SIDDHARTH NAGAR,2004,Kharif     ,maize,922,1418
Uttar Pradesh,SIDDHARTH NAGAR,2004,Kharif     ,rice,169257,149191
Uttar Pradesh,SIDDHARTH NAGAR,2004,Whole Year ,banana,9,327
Uttar Pradesh,SIDDHARTH NAGAR,2005,Kharif     ,maize,1078,1384
Uttar Pradesh,SIDDHARTH NAGAR,2005,Kharif     ,rice,173147,288290
Uttar Pradesh,SIDDHARTH NAGAR,2005,Whole Year ,banana,1,38
Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,maize,819,1086
Uttar Pradesh,SIDDHARTH NAGAR,2006,Kharif     ,rice,170011,236995
Uttar Pradesh,SIDDHARTH NAGAR,2006,Summer     ,maize,394,522
Uttar Pradesh,SIDDHARTH NAGAR,2006,Whole Year ,banana,9,349
Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,maize,504,724
Uttar Pradesh,SIDDHARTH NAGAR,2007,Kharif     ,rice,187537,391390
Uttar Pradesh,SIDDHARTH NAGAR,2007,Rabi       ,maize,524,1472
Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,maize,667,998
Uttar Pradesh,SIDDHARTH NAGAR,2008,Kharif     ,rice,171877,405973
Uttar Pradesh,SIDDHARTH NAGAR,2008,Rabi       ,chickpea,3737,4511
Uttar Pradesh,SIDDHARTH NAGAR,2008,Summer     ,banana,1,38
Uttar Pradesh,SIDDHARTH NAGAR,2008,Summer     ,maize,189,283
Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,maize,699,1017
Uttar Pradesh,SIDDHARTH NAGAR,2009,Kharif     ,rice,172893,363940
Uttar Pradesh,SIDDHARTH NAGAR,2009,Rabi       ,chickpea,3190,4094
Uttar Pradesh,SIDDHARTH NAGAR,2009,Summer     ,banana,46,1892
Uttar Pradesh,SIDDHARTH NAGAR,2009,Summer     ,maize,272,395
Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,maize,608,702
Uttar Pradesh,SIDDHARTH NAGAR,2010,Kharif     ,rice,175157,415297
Uttar Pradesh,SIDDHARTH NAGAR,2010,Rabi       ,chickpea,3255,3792
Uttar Pradesh,SIDDHARTH NAGAR,2010,Summer     ,maize,86,126
Uttar Pradesh,SIDDHARTH NAGAR,2011,Kharif     ,maize,602,1059
Uttar Pradesh,SIDDHARTH NAGAR,2011,Kharif     ,rice,169824,435429
Uttar Pradesh,SIDDHARTH NAGAR,2011,Rabi       ,maize,2,5
Uttar Pradesh,SIDDHARTH NAGAR,2011,Rabi       ,chickpea,3178,4551
Uttar Pradesh,SIDDHARTH NAGAR,2011,Summer     ,maize,73,121
Uttar Pradesh,SIDDHARTH NAGAR,2012,Kharif     ,maize,575,1062
Uttar Pradesh,SIDDHARTH NAGAR,2012,Kharif     ,rice,160991,411332
Uttar Pradesh,SIDDHARTH NAGAR,2012,Rabi       ,chickpea,2795,4176
Uttar Pradesh,SIDDHARTH NAGAR,2012,Summer     ,maize,97,179
Uttar Pradesh,SIDDHARTH NAGAR,2013,Kharif     ,maize,626,1150
Uttar Pradesh,SIDDHARTH NAGAR,2013,Kharif     ,rice,173903,477016
Uttar Pradesh,SIDDHARTH NAGAR,2013,Rabi       ,maize,46,163
